Accession Number,Image File,Main Title,Parent Title,Object Type,Creator Name,Creator Birth Year,Creator Death Year,Creator Nationality,Creator Gender,Creator Role,Creator Birth Place,Creator Death Place,Additional Creator Name,Additional Creator Birth Year,Additional Creator Death Year,Additional Creator Nationality,Additional Creator Gender,Additional Creator Birth Location,Additional Creator Death Location,Additional Creator Role,Earliest Date Created,Latest Date Created,Display Date Created,Credit Line,Copyright,Medium,Subject Keywords,Object Link,Measurement Height,Measurement Width,Measurement Depth,Measurement Units,Measurement Extent,Related Object ID,Related Object Relationship Type,Related Object Note
P1980.30.3,ACMAA_P1980-30-3.tif,"Street Scene, Worthington, Ohio, August 1938",,black-and-white photographs,Ben Shahn,1898,1969,American,male,artist,"Kovno, Lithuania","New York, New York",,,,,,,,,1938,1938,1938,"Amon Carter Museum of American Art, Fort Worth, Texas",,Gelatin silver print,"group portraits, African American, men, butcher shops, street scenes, windows, Great Depression",http://www.cartermuseum.org/custom/acm_display.php?irn=78963&QueryPage=%2Fcustom%2Findex.php,16.2,24.2,,cm,image,,,
P1980.30.4,ACMAA_P1980-30-4.tif,"The Pickaway Livestock Cooperative Association in Central Ohio, ""Boys""",,black-and-white photographs,Ben Shahn,1898,1969,American,male,artist,"Kovno, Lithuania","New York, New York",,,,,,,,,1938,1938,1938,"Amon Carter Museum of American Art, Fort Worth, Texas",,Gelatin silver print,"group portraits, boys, children, Ohio, overalls, Great Depression",http://www.cartermuseum.org/custom/acm_display.php?irn=117520&QueryPage=%2Fcustom%2Findex.php,16.3,24.2,,cm,image,,,
P1980.30.9,ACMAA_P1980-30-9.tif,"Daughter of Mr. Thaxton, Farmer, near Mechanicsburg, Ohio, Summer 1938",,black-and-white photographs,Ben Shahn,1898,1969,American,male,artist,"Kovno, Lithuania","New York, New York",,,,,,,,,1938,1938,1938,"Amon Carter Museum of American Art, Fort Worth, Texas",,Gelatin silver print,"children, girls, portraits, doorways, mothers, women, families, farmhouses, farmers, Great Depression, Ohio",http://www.cartermuseum.org/custom/acm_display.php?irn=76721&QueryPage=%2Fcustom%2Findex.php,16.1,24.2,,cm,image,,,
P1980.31,ACMAA_P1980-31.tif,Solarized Calla Lilies,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1948,1948,"1948, printed 1978","Amon Carter Museum of American Art, Fort Worth, Texas",©1988 Amon Carter Museum of American Art,Gelatin silver print,"still lifes, Flowers, Lilies, Plants, solarization",http://www.cartermuseum.org/custom/acm_display.php?irn=24616&QueryPage=%2Fcustom%2Findex.php,35,27.3,,cm,image,,,
P1980.32,ACMAA_P1980-32.tif,"Gertrude K‰sebier, Photographer",,black-and-white photographs,Clara Sipprell,1885,1975,American,female,artist,"Tillsonburg, Ontario, Canada",Vermont,,,,,,,,,1910,1913,1913,"Amon Carter Museum of American Art, Fort Worth, Texas",,Platinum print,"portraits, profiles, women, artists, photographers, Gertrude Kasebier",http://www.cartermuseum.org/custom/acm_display.php?irn=142310&QueryPage=%2Fcustom%2Findex.php,22.8,18.1,,cm,image,,,
P1980.33,ACMAA_P1980-33.tif,The Wreck of the Viscata,,black-and-white photographs,Carleton E. Watkins,1829,1916,American,male,artist,"Oneonta, New York","San Francisco, California",,,,,,,,,1868,1868,1868,"Amon Carter Museum of American Art, Fort Worth, Texas",,Albumen silver print,"ships, beach, San Francisco, California, shipwrecks",http://www.cartermuseum.org/custom/acm_display.php?irn=143884&QueryPage=%2Fcustom%2Findex.php,40,52.2,,cm,image,,,
P1980.38,ACMAA_P1980-38.tif,[Edward Weston],,black-and-white photographs,Tina Modotti,1896,1942,American,male,artist,"Udine, Italy","Mexico City, Mexico",,,,,,,,,1923,1924,1924,"Amon Carter Museum of American Art, Fort Worth, Texas",,Gelatin silver print,"portraits, photographers, artists, cameras, Edward Weston, men",http://www.cartermuseum.org/custom/acm_display.php?irn=62710&QueryPage=%2Fcustom%2Findex.php,8.7,10.7,,cm,image,,,
P1980.54,ACMAA_P1980-54.tif,"[Manhattan Bridge with view of Brooklyn Bridge, New York]",,black-and-white photographs,Karl Struss,1886,1981,American,male,artist,"New York, New York","Los Angeles, California",,,,,,,,,1911,1913,ca. 1911-1913,"Amon Carter Museum of American Art, Fort Worth, Texas",© 1983 Amon Carter Museum of American Art,Platinum print,"Manhattan Bridge
, Brooklyn Bridge
, night scenes
, New York City
, East River
, Cityscapes
, architecture",http://www.cartermuseum.org/custom/acm_display.php?irn=97768&QueryPage=%2Fcustom%2Findex.php,9.2,11.4,,cm,image,,,
P1981.32,ACMAA_P1981-32.tif,Bisymmetric Design,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1944,1944,1944,"Amon Carter Museum of American Art, Fort Worth, Texas",© 1988 Amon Carter Museum of American Art,Gelatin silver print,Abstract,http://www.cartermuseum.org/custom/acm_display.php?irn=21826&QueryPage=%2Fcustom%2Findex.php,24.9,34.3,,cm,image,,,
P1981.33.1,ACMAA_P1981-33-1.tif,Angeline Fitch Austin,,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1855,ca. 1850,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype with applied color mounted in pocket watch,"portraits, women, pocket watches",http://www.cartermuseum.org/custom/acm_display.php?irn=32051&QueryPage=%2Fcustom%2Findex.php,3.3,3.3,1,cm,case,P1981.33.2,set,
P1981.33.2,ACMAA_P1981-33-2.tif,Benjamin Miller Austin,,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1855,ca. 1850,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype with applied color mounted in pocket watch,"studio portraits, men, Beards, pocket watches",http://www.cartermuseum.org/custom/acm_display.php?irn=32052&QueryPage=%2Fcustom%2Findex.php,3.3,3.3,1,cm,image,P1981.33.1,set,
P1981.35.1,ACMAA_P1981-35-1.tif,Oil Tanks with Bridge,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1942,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Petroleum industry
, Texas
, Stairways
, bridges
, oil storage tanks
, industrial buildings",http://www.cartermuseum.org/custom/acm_display.php?irn=83000&QueryPage=%2Fcustom%2Findex.php,26,33.6,,cm,,,,
P1981.35.2,ACMAA_P1981-35-2.tif,Commentary on Civilization,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1940,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Abstract
, light art",http://www.cartermuseum.org/custom/acm_display.php?irn=19814&QueryPage=%2Fcustom%2Findex.php,26.2,33.5,,cm,image,,,
P1981.35.3,ACMAA_P1981-35-3.tif,"A Walk in Fair Park, Dallas",,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1943,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"night scenes
, Dallas, Texas
, electric lighting
, light art
, Abstract",http://www.cartermuseum.org/custom/acm_display.php?irn=12994&QueryPage=%2Fcustom%2Findex.php,26.6,34.2,,cm,image,,,
P1981.35.4,ACMAA_P1981-35-4.tif,Glass Cubes and Patterned Glass,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1945,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Abstract
, light art
, still lifes
, glass",http://www.cartermuseum.org/custom/acm_display.php?irn=49874&QueryPage=%2Fcustom%2Findex.php,34.1,26.6,,cm,image,,,
P1981.35.5,ACMAA_P1981-35-5.tif,Light Follows Form,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1946,1946,"1946, printed 1976","Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Abstract
, shadows",http://www.cartermuseum.org/custom/acm_display.php?irn=40468&QueryPage=%2Fcustom%2Findex.php,26.7,33.6,,cm,image,,,
P1981.35.6,ACMAA_P1981-35-6.tif,Chambered Nautilus with Created Light and Shadow Background,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1945,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Shells
, nautilus shell
, still lifes
, Animals
, Shells",http://www.cartermuseum.org/custom/acm_display.php?irn=19318&QueryPage=%2Fcustom%2Findex.php,20,24.5,,cm,,,,
P1981.35.7,ACMAA_P1981-35-7.tif,Flowing Light,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1947,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"light art
, Abstract",http://www.cartermuseum.org/custom/acm_display.php?irn=76430&QueryPage=%2Fcustom%2Findex.php,27.3,34.8,,cm,image,,,
P1981.47.2,ACMAA_P1981-47-2.tif,"Tower of Babel, Garden of the Gods",,black-and-white photographs,William Henry Jackson,1843,1942,American,male,artist,"Keeseville, New York","New York, New York",,,,,,,,,1880,1889,ca. 1880s,"Amon Carter Museum of American Art, Fort Worth, Texas",,Albumen silver print,"Colorado, landscapes, Rock formations",http://www.cartermuseum.org/custom/acm_display.php?irn=32071&QueryPage=%2Fcustom%2Findex.php,54,43.2,,cm,image,,,
P1981.65.1,ACMAA_P1981-65-1.tif,"Maj. Lewis Cass, Jr.",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"portraits, men, soldiers, Military officers, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=24035&QueryPage=%2Fcustom%2Findex.php,9.7,7,,cm,image,,,
P1981.65.11,ACMAA_P1981-65-11.tif,[Civilian with arm resting on rug-covered table top],,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"portraits, men, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=25593&QueryPage=%2Fcustom%2Findex.php,7.2,6,,cm,image,,,
P1981.65.12,ACMAA_P1981-65-12.tif,[James Knox Polk],,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype with applied color,"presidents, studio portraits, James K. Polk, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=67532&QueryPage=%2Fcustom%2Findex.php,7.2,6,,cm,image,,,
P1981.65.13,ACMAA_P1981-65-13.tif,[Civilian with badge on left lapel],,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"portraits, men, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=49393&QueryPage=%2Fcustom%2Findex.php,7.3,6,,cm,image,,,
P1981.65.14,ACMAA_P1981-65-14.tif,[Captain],,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype with applied color,"portraits, men, soldiers, Military officers, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=92156&QueryPage=%2Fcustom%2Findex.php,7.2,5.9,,cm,image,,,
P1981.65.15,ACMAA_P1981-65-15.tif,[Colonel Edward George Washington Butler],,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype with applied color,"portraits, men, soldiers, Military officers, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=102931&QueryPage=%2Fcustom%2Findex.php,7.2,5.9,,cm,image,,,
P1981.65.17,ACMAA_P1981-65-17.tif,"Col. Paine, N.C. Reg. in Mexican War",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"portraits, men, soldiers, Military officers, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=21902&QueryPage=%2Fcustom%2Findex.php,9.7,7.2,,cm,image,,,
P1981.65.18,ACMAA_P1981-65-18.tif,Mexican Family,,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"U.S.-Mexican War, group portraits, families",http://www.cartermuseum.org/custom/acm_display.php?irn=142400&QueryPage=%2Fcustom%2Findex.php,7.3,9.6,,cm,image,,,
P1981.65.20,ACMAA_P1981-65-20.tif,"[Street scene in Durango, Mexico, with the Church of Santa Ana and the Cerro de Mercado in distance]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"U.S.-Mexican War, Mexico, landscapes, forts",http://www.cartermuseum.org/custom/acm_display.php?irn=141200&QueryPage=%2Fcustom%2Findex.php,7.3,9.7,,cm,image,,,
P1981.65.21,ACMAA_P1981-65-21.tif,"[American Volunteer Infantry in a street in Saltillo, Mexico]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"U.S.-Mexican War, armies, infantries, Horses, Mexico, soldiers",http://www.cartermuseum.org/custom/acm_display.php?irn=89854&QueryPage=%2Fcustom%2Findex.php,6,7.3,,cm,image,,,
P1981.65.22,ACMAA_P1981-65-22.tif,"[General Wool and staff in the Calle Real, Saltillo, Mexico]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"U.S.-Mexican War, armies, Horses, Mexico, Military officers, street scenes",http://www.cartermuseum.org/custom/acm_display.php?irn=103474&QueryPage=%2Fcustom%2Findex.php,7.4,6.2,,cm,image,,,
P1981.65.23,ACMAA_P1981-65-23.tif,"[View along a street in Saltillo, Mexico]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"U.S.-Mexican War, street scenes, Mexico",http://www.cartermuseum.org/custom/acm_display.php?irn=117793&QueryPage=%2Fcustom%2Findex.php,7.2,9.7,,cm,image,,,
P1981.65.24,ACMAA_P1981-65-24.tif,"German Cotton Manufacturer in Durango, Mexico",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"U.S.-Mexican War, landscapes, Cityscapes, cotton mills, Mexico",http://www.cartermuseum.org/custom/acm_display.php?irn=49313&QueryPage=%2Fcustom%2Findex.php,7.3,9.7,,cm,image,,,
P1981.65.25,ACMAA_P1981-65-25.tif,"[American Volunteer Infantry standing along a street in Saltillo, Mexico]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"U.S.-Mexican War, Mexico, soldiers, armies, street scenes",http://www.cartermuseum.org/custom/acm_display.php?irn=61723&QueryPage=%2Fcustom%2Findex.php,7.1,9.6,,cm,image,,,
P1981.65.26,ACMAA_P1981-65-26.tif,"[View of Saltillo, Mexico, from the southwest, Cerro del Pueblo in middle distance]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"U.S.-Mexican War, landscapes, Cityscapes, mountains, Mexico",http://www.cartermuseum.org/custom/acm_display.php?irn=42242&QueryPage=%2Fcustom%2Findex.php,5.9,7.1,,cm,image,,,
P1981.65.28,ACMAA_P1981-65-28.tif,"[St. James Episcopal Church and Burgwin-Wright House, Wilmington, North Carolina]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"North Carolina, street scenes, churches, houses, buildings, architecture, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=110773&QueryPage=%2Fcustom%2Findex.php,7.3,5.9,,cm,image,,,
P1981.65.29,ACMAA_P1981-65-29.tif,"[Bird's-eye view of Saltillo, Mexico]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"Mexico, landscapes, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=96541&QueryPage=%2Fcustom%2Findex.php,6,7.2,,cm,image,,,
P1981.65.3,ACMAA_P1981-65-3.tif,"Col. Hamtramck, Virginia Volunteers",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype with applied color,"U.S.-Mexican War, military uniforms, Military officers, portraits, soldiers",http://www.cartermuseum.org/custom/acm_display.php?irn=55044&QueryPage=%2Fcustom%2Findex.php,9.7,7.2,,cm,image,,,
P1981.65.30,ACMAA_P1981-65-30.tif,"[View in Durango, Mexico, with the Church of Santa Ana and the Cerro de Mercado in distance]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"Mexico, street scenes, churches, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=96542&QueryPage=%2Fcustom%2Findex.php,7.3,9.7,,cm,image,,,
P1981.65.31,ACMAA_P1981-65-31.tif,"[View of Durango, Mexico, with Cerro de Los Remedios and Templo de Los Remedios in distance]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"Mexico, U.S.-Mexican War, landscapes",http://www.cartermuseum.org/custom/acm_display.php?irn=142905&QueryPage=%2Fcustom%2Findex.php,5.8,7.1,,cm,image,,,
P1981.65.33,ACMAA_P1981-65-33.tif,"[Parroquia de Santiago, Saltillo, Mexico]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"Mexico, churches, buildings, architecture, Cityscapes, street scenes, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=69184&QueryPage=%2Fcustom%2Findex.php,7.1,9.7,,cm,image,,,
P1981.65.34,ACMAA_P1981-65-34.tif,"[Parroquia de Santiago, Saltillo, Mexico]",,black-and-white photographs,Unknown photographer,,,American,male,artist,,,,,,,,,,,1845,1850,ca. 1847,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"Mexico, churches, buildings, architecture, Cityscapes, street scenes, U.S.-Mexican War",http://www.cartermuseum.org/custom/acm_display.php?irn=145355&QueryPage=%2Fcustom%2Findex.php,7.2,9.6,,cm,image,,,
